mech,hidden_feats,dropout,lr,weight_decay,epochs_per_batch,buffer_size,ewc_lam,si_c,eps_learn,method,avg_acc,batch1_acc,batch2_acc,batch3_acc,batch4_acc,batch5_acc,batch6_acc
gen_replay,256,0.5,0.0005,0.0,3,5000,2000.0,5.0,False,hyperband,0.8696871362289137,0.9222332015810276,0.9170902160101652,0.9106538393016212,0.8742330764103703,0.8080315997366688,0.785880884333629
gen_replay,256,0.3,0.0005,0.0,3,10000,500.0,2.0,False,hyperband,0.8650558141276568,0.8773913043478261,0.884221541221317,0.8857651879565295,0.8777365713602105,0.8355826201448321,0.8296376597352255
gen_replay,256,0.0,0.0005,1e-05,3,2000,500.0,2.0,False,hyperband,0.8373715798908753,0.9791304347826087,0.9243590701846177,0.917103153393907,0.822740245757353,0.711026991441738,0.6698695837850268
gen_replay,128,0.3,0.001,0.0,3,5000,2000.0,5.0,True,hyperband,0.8035451294060123,0.841106719367589,0.8910793033859032,0.892873686085872,0.8052398612274195,0.681221198156682,0.709750008212608
gen_replay,128,0.0,0.0005,0.0,3,2000,2000.0,5.0,True,hyperband,0.7377436010399525,0.552608695652174,0.6813102623514463,0.8305184393372528,0.8226206142224805,0.778439763001975,0.7609638316743865
gen_replay,256,0.5,0.0005,0.0001,9,10000,1000.0,10.0,True,hyperband,0.8912836209948182,0.9559288537549407,0.9345803124299275,0.8306075182611794,0.8842479449011331,0.84399275839368,0.8983443382280477
gen_replay,128,0.0,0.001,0.0001,9,5000,500.0,2.0,True,hyperband,0.8567804864874314,0.9814229249011858,0.9206779280962702,0.8117406021735257,0.8721480696597337,0.7692067149440421,0.7854866791498308
gen_replay,128,0.3,0.001,0.0001,27,10000,1000.0,2.0,False,hyperband,0.9169024933605007,0.9959090909090909,0.9096905598325734,0.907019419205416,0.911985370772307,0.8834265964450296,0.8933839229985874
naive,64,0.0,0.001,1e-05,20,10000,2000.0,10.0,True,pbt,0.34380441386885213,0.7873517786561265,0.7244375513865012,0.24970603955104223,0.0853143745834259,0.12730414746543778,0.08871259157057915
naive,256,0.5,0.0005,0.0,10,2000,1000.0,10.0,True,pbt,0.5578069337335633,0.9695256916996048,0.7536998280887959,0.353928380545163,0.33317382462016987,0.43309743252139565,0.5034164449262508
naive,256,0.3,0.0005,0.0,20,2000,2000.0,5.0,True,pbt,0.36148765904049496,0.9941897233201581,0.05519844532476269,0.40831997149474436,0.14068668501016868,0.2629196840026333,0.3076114450905029
naive,256,0.3,0.0001,0.0001,10,10000,2000.0,5.0,True,pbt,0.66223781006453,0.6582213438735178,0.7189999252559982,0.7564404061998931,0.6755592774255293,0.5834759710335747,0.5807299365986662
